Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.5371709, 45.5806519248709, 21.9391332779423, 400702, 1179816, 2.438108
1.049487, 45.0857440680687, 22.179959944001, 402686, 1185768, 2.44537
1.551345, 50.1034636524423, 19.9586999496091, 388954, 1144572, 2.452857
2.054882, 52.3422091762174, 19.1050399517644, 400790, 1180080, 2.447201
2.562504, 90.5540640965813, 11.0431266387855, 402106, 1184028, 2.446269
3.063083, 89.7458218832622, 11.1425799718677, 396774, 1168032, 2.442189
3.563821, 91.080432522758, 10.9793066389466, 402686, 1185768, 2.446879
4.107069, 52.3656715792649, 19.096479951786, 389662, 1146696, 2.448267
4.607583, 90.0876552885958, 11.1002999719744, 401034, 1180812, 2.470667
5.118377, 90.3799573406601, 11.0643999720651, 410002, 1207716, 2.535345
5.619986, 89.7268714034479, 11.1449333051951, 400834, 1180212, 2.610806
6.120529, 89.9133415214416, 11.1218199719201, 203746, 588948, 2.619072
6.621295, 89.9520016119399, 11.1170399719322, 396398, 1166904, 2.643293
7.132937, 89.8471520249751, 11.1300133052328, 402446, 1185048, 2.628328
7.633365, 89.2937400921154, 11.1989933050586, 388954, 1144572, 2.626881
8.142871, 84.4733956671906, 11.8380466367785, 398670, 1173720, 2.580673
8.643312, 89.9575580241242, 11.1163533052672, 394142, 1160136, 2.483609
9.154577, 90.2685670406594, 11.0780533053639, 392966, 1156608, 2.46096
9.664665, 90.9950674607099, 10.9896066389206, 206654, 597672, 2.334334
10.17629, 90.6507089187606, 11.0313533054818, 387330, 1160662, 2.469752
10.6861, 90.2292002143846, 11.0828866386851, 190054, 568834, 2.355184
11.18617, 90.7600244446999, 11.0180666388487, 179046, 535810, 2.281996
11.68721, 89.7578512688469, 11.1410866385381, 187150, 560122, 2.291919
12.19998, 89.0970195265028, 11.2237199716628, 192526, 576250, 2.260166
12.70838, 59.3677101399257, 16.8441732908059, 182250, 545422, 2.229829
13.21685, 89.7257442900032, 11.1450733051947, 393306, 1178590, 2.214692
13.71718, 89.2853954093021, 11.2000399717226, 385082, 1153918, 2.149792
14.21825, 89.9850264915918, 11.1129599719425, 393586, 1179430, 2.010584
14.71924, 89.5093811798769, 11.1720133051267, 380218, 1139326, 1.93558
15.22906, 89.9696442420327, 11.1148599719377, 206854, 619234, 1.870726
15.72909, 90.4556613484768, 11.0551399720885, 209586, 627430, 1.83778
16.24035, 90.1178561322498, 11.0965799719838, 205830, 616162, 1.833939
