Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.5238777, 74.1876819762016, 13.4793266326346, 586482, 1758118, 2.509865
1.03699, 78.8853811189418, 12.6766199679946, 588774, 1764994, 2.520593
1.537694, 84.3376542324852, 11.8570999700637, 579618, 1737526, 2.539261
2.038292, 91.1398127259128, 10.9721533056313, 587510, 1761202, 2.46681
2.539469, 84.7279554805431, 11.8024799702016, 576718, 1728826, 2.336397
3.040847, 91.0299124292242, 10.9853999722645, 591558, 1773346, 2.313086
3.542545, 89.6453093689508, 11.1550733051695, 601026, 1801750, 2.244743
4.043635, 90.1458018198635, 11.0931399719925, 581854, 1744234, 2.263212
4.544662, 85.6669486061131, 11.6731133038616, 587586, 1761430, 2.342926
5.045919, 91.7429509303653, 10.9000199724801, 581146, 1742110, 2.32498
5.547568, 84.4255656372188, 11.8447533034282, 587686, 1761730, 2.332583
6.048399, 90.6258987068288, 11.0343733054742, 576718, 1728826, 2.353315
6.549841, 90.0599619226481, 11.1037133052992, 591558, 1773346, 2.345349
7.060322, 85.3712396814628, 11.7135466370928, 395542, 1185298, 2.326474
7.56298, 89.6672805886478, 11.152339971843, 380126, 1139050, 2.313752
8.064531, 84.4889068881553, 11.8358733034506, 389210, 1166302, 2.32199
8.566384, 84.5684079489793, 11.8247466368121, 377854, 1132234, 2.3573
9.067514, 89.6719977665694, 11.1517533051779, 381682, 1143718, 2.423018
9.569141, 85.9722023212495, 11.6316666372995, 579810, 1738102, 2.468201
10.06945, 89.7265493681456, 11.144973305195, 593782, 1780018, 2.476227
10.57241, 88.7381260992435, 11.2691133048816, 593254, 1778434, 2.407642
11.08261, 84.2377188425737, 11.8711666366949, 587146, 1760110, 2.294913
11.58639, 82.3033074407128, 12.1501799693237, 588774, 1764994, 2.185907
12.0961, 90.2430968543061, 11.0811799720227, 579618, 1737526, 2.092763
12.59851, 83.8720716066199, 11.9229199698975, 587686, 1761730, 1.994937
13.10056, 88.9416477566841, 11.24332663828, 576718, 1728826, 2.024408
13.60316, 88.1570417787975, 11.343393304694, 593782, 1780018, 2.08267
14.11267, 89.1946083643136, 11.2114399716938, 601026, 1801750, 2.101555
14.61348, 84.0975935753924, 11.8909466366449, 587146, 1760110, 2.134823
15.11503, 89.8518881475775, 11.1294266385676, 588774, 1764994, 2.180552
15.61614, 89.776868570854, 11.1387266385441, 400402, 1199878, 2.192253
16.11721, 79.1619389397578, 12.6323333014398, 404206, 1211290, 2.167397
16.61995, 89.3611393426118, 11.1905466384133, 576718, 1728826, 2.141196
17.12036, 84.0522603333849, 11.8973599699621, 591558, 1773346, 2.13239
17.62258, 78.933118915901, 12.6689533013473, 587614, 1761514, 2.1337
18.12671, 86.8988914018761, 11.5076266376127, 583682, 1749718, 2.118461
18.63395, 90.5042899033414, 11.0491999721035, 593610, 1779502, 2.122397
19.13619, 84.4656421922776, 11.8391333034424, 379398, 1136866, 2.160558
19.63775, 89.9606332268999, 11.1159733052682, 383258, 1148446, 2.189523
20.13788, 80.1960204596087, 12.4694466351843, 379406, 1136890, 2.19689
20.6481, 83.6046303588478, 11.9610599698012, 388806, 1165090, 2.189119
21.15127, 89.4876474234418, 11.1747266384532, 601026, 1801750, 2.178937
21.65237, 90.3389698827942, 11.0694199720524, 581854, 1744234, 2.174869
22.15309, 84.1024030859975, 11.8902666366466, 587586, 1761430, 2.158482
22.65539, 83.9713288294845, 11.9088266365998, 581146, 1742110, 2.141986
23.15692, 83.817097682122, 11.9307399698778, 587834, 1762174, 2.164028
23.65792, 84.0087167444494, 11.9035266366132, 576718, 1728826, 2.249825
24.15817, 80.454363335123, 12.4294066352854, 591558, 1773346, 2.315849
24.65919, 84.7168058375527, 11.804033303531, 601026, 1801750, 2.29183
25.16014, 79.565888512277, 12.5681999682683, 581854, 1744234, 2.238013
25.66157, 84.5494360552615, 11.8273999701387, 587586, 1761430, 2.217653
26.16457, 89.4486385917206, 11.1795999717742, 579618, 1737526, 2.158451
26.67476, 84.5694568949478, 11.8245999701458, 587686, 1761730, 2.109341
27.18082, 81.2514455986363, 12.30747330226, 576718, 1728826, 2.096445
27.68916, 84.1653073969522, 11.8813799700024, 591558, 1773346, 2.102867
28.19108, 89.1518273450051, 11.2168199716803, 593254, 1778434, 2.170272
28.70188, 79.6873281741986, 12.5490466349834, 587146, 1760110, 2.253287
29.20887, 81.7574583241356, 12.2312999691189, 389210, 1166302, 2.304832
29.71607, 84.03719149947, 11.89949330329, 577730, 1731862, 2.293868
30.21754, 89.5675856101911, 11.164753305145, 587510, 1761202, 2.223032
30.71958, 83.8835159943496, 11.921293303235, 397914, 1192414, 2.170236
31.22031, 83.9881140021064, 11.9064466366058, 407594, 1221454, 2.129897
31.72051, 86.501997619465, 11.5604266374794, 601026, 1801750, 2.117282
32.22247, 83.9430396110415, 11.912839969923, 581854, 1744234, 2.13514
32.72261, 84.8318886462697, 11.7880199702381, 588774, 1764994, 2.186622
33.22466, 79.2759882544696, 12.6141599681523, 579618, 1737526, 2.25979
33.73064, 86.8991431165161, 11.5075933042795, 381682, 1143718, 2.320011
34.23891, 89.0596723554027, 11.2284266383176, 373906, 1120390, 2.332052
34.74005, 83.5801268746326, 11.964566636459, 591558, 1773346, 2.287679
35.24103, 89.7120065166802, 11.1467799718571, 601026, 1801750, 2.255811
35.74234, 89.1738223705018, 11.2140533050206, 587146, 1760110, 2.199856
36.24334, 86.362895736379, 11.5790466374324, 588774, 1764994, 2.132236
36.74547, 83.6252318509553, 11.958113303142, 579618, 1737526, 2.091325
37.24622, 90.4170577204413, 11.0598599720765, 587686, 1761730, 2.118893
37.74725, 84.6553202200361, 11.8126066368427, 384214, 1151314, 2.248621
38.25231, 82.2510466445685, 12.1578999693043, 391218, 1172326, 2.331796
38.75985, 84.2217795275944, 11.8734133033558, 393246, 1178410, 2.339236
39.26119, 84.4831489911022, 11.8366799701153, 586482, 1758118, 2.307005
39.76196, 89.7953563828036, 11.1364333052165, 590686, 1770730, 2.274117
40.26297, 84.122920411305, 11.887366636654, 376962, 1129558, 2.272333
40.76508, 86.1169686597386, 11.6121133040156, 382102, 1144978, 2.282511
41.26667, 83.7306351973447, 11.9430599698467, 389754, 1167934, 2.218643
41.7686, 84.9771213263682, 11.7678733036223, 391218, 1172326, 2.158095
42.2797, 84.4181059953739, 11.8457999700922, 593610, 1779502, 2.194093
42.79168, 86.3705538598137, 11.5780199707683, 581642, 1743598, 2.276797
43.2925, 83.982800322494, 11.9071999699372, 588862, 1765258, 2.30797
43.79482, 84.2003159195853, 11.8764399700149, 573886, 1720330, 2.329697
44.29742, 78.8144209373136, 12.6880333012991, 584942, 1753498, 2.369117
44.80234, 81.8634299685644, 12.2154666358256, 584542, 1752298, 2.405979
45.30813, 85.0316034126017, 11.7603333036413, 593782, 1780018, 2.40453
45.81212, 83.6576927989131, 11.9534733031537, 390810, 1171102, 2.391001
46.31505, 83.2653333111292, 12.0097999696782, 383702, 1149778, 2.371366
46.82864, 81.8982932395689, 12.2102666358387, 590686, 1770730, 2.334322
47.33528, 90.643532825649, 11.032226638813, 573886, 1720330, 2.337312
47.8377, 84.1913838537764, 11.8776999700117, 584942, 1753498, 2.331338
48.34881, 85.1158000459625, 11.7486999703374, 584542, 1752298, 2.313455
48.85609, 77.2873978260601, 12.9387199673329, 583682, 1749718, 2.279086
49.36042, 85.8228638975252, 11.6519066372484, 593610, 1779502, 2.276494
49.86332, 83.6506947747872, 11.9544733031512, 581642, 1743598, 2.264505
50.36732, 82.9932913756138, 12.0491666362454, 588862, 1765258, 2.246809
50.88377, 86.7007419849499, 11.5339266375463, 573886, 1720330, 2.232786
51.38967, 83.633018315631, 11.9569999698115, 584942, 1753498, 2.24795
