Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.5364202, 44.059915610575, 22.6963666093638, 215650, 624660, 2.505327
1.048812, 44.7360972884855, 22.3533132768966, 216734, 627912, 2.503188
1.553468, 89.9290280110936, 11.119879971925, 230802, 670116, 2.511693
2.05478, 89.4645368540213, 11.1776133051126, 217926, 631488, 2.526744
2.559467, 87.8321960039864, 11.3853466379214, 231598, 672504, 2.529637
3.069084, 88.9561001645688, 11.2414999716179, 220946, 640548, 2.534081
3.580132, 89.8467214931327, 11.1300666385659, 232486, 675168, 2.539118
4.081825, 89.6246876579635, 11.1576399718297, 230850, 670260, 2.539859
4.58583, 87.8101894943889, 11.3881999712476, 222438, 645024, 2.481811
5.094223, 90.5231331866859, 11.0468999721093, 219766, 637008, 2.366083
5.595855, 89.7381440955292, 11.1435333051986, 232246, 674448, 2.490924
6.097085, 89.607072984961, 11.1598333051575, 215534, 645274, 2.443999
6.598675, 89.6619207615764, 11.153006638508, 211538, 633286, 2.383622
7.100813, 87.2499344171326, 11.4613266377296, 225078, 673906, 2.250407
7.611515, 89.3200067883205, 11.1956999717336, 216910, 649402, 2.063745
8.112628, 89.9225586924541, 11.120679971923, 199114, 596014, 1.90509
8.615314, 89.1702706317714, 11.2144999716861, 211954, 634534, 1.784844
9.119074, 89.1902064396518, 11.2119933050258, 221154, 662134, 1.69321
9.627011, 89.5184088639935, 11.1708866384629, 223598, 669466, 1.658598
10.13776, 90.7270868742099, 11.0220666388386, 225358, 674746, 1.649856
10.63863, 90.7921616100477, 11.0141666388586, 220294, 659554, 1.652021
11.14313, 87.8271561566836, 11.3859999712531, 212014, 634714, 1.66193
11.65274, 90.0076506503053, 11.1101666386162, 212086, 634930, 1.660864
12.15425, 89.959284427868, 11.1161399719344, 205866, 616270, 1.614605
12.6547, 88.9448648571723, 11.2429199716144, 210106, 628990, 1.574278
13.16834, 63.736271207182, 15.6896532937208, 214374, 641794, 1.571866
13.67913, 88.8645071011628, 11.2530866382554, 206682, 618718, 1.609887
14.18064, 89.1284662060508, 11.2197599716728, 219954, 658534, 1.641512
14.68145, 90.0010620125317, 11.1109799719475, 210482, 630118, 1.634145
15.18267, 84.8993489917919, 11.7786533035951, 220814, 661138, 1.639097
15.6837, 89.7011695238483, 11.1481266385204, 222802, 667102, 1.687628
16.18569, 89.8803153720506, 11.1259066385765, 221942, 664498, 1.837115
16.68666, 90.2047286521489, 11.0858933053441, 203046, 607810, 1.846312
17.1888, 84.1511421834528, 11.8833799699973, 223338, 668686, 1.800671
17.69345, 87.781361208012, 11.3919399712381, 214378, 641806, 1.803361
18.20252, 90.0230999274414, 11.1082599719543, 210974, 631594, 1.833176
18.71365, 89.5953515542404, 11.1612933051538, 223654, 669634, 1.838832
19.21576, 93.0761865817646, 10.743886639541, 223270, 668482, 1.8267
19.72228, 92.4004339124377, 10.8224599726759, 197926, 592450, 1.796871
20.23308, 94.4661121715807, 10.5858066399401, 203558, 609346, 1.778606
20.73462, 90.1032402927274, 11.0983799719793, 226842, 679198, 1.788366
21.23664, 90.3023684505197, 11.0739066387077, 218950, 655522, 1.799061
21.73903, 91.315694793727, 10.9510199723513, 223618, 669526, 1.809169
22.24146, 89.1430323725893, 11.2179266383441, 225798, 676066, 1.817974
22.74347, 89.0899285617559, 11.2246133049939, 216562, 648358, 1.84059
23.24661, 89.2737579788421, 11.2014999717189, 212342, 635698, 1.854346
23.7487, 90.0806762536528, 11.1011599719723, 199698, 597766, 1.855483
24.2501, 91.4930941012572, 10.9297866390716, 206854, 619234, 1.849475
24.7519, 89.9691046094771, 11.1149266386042, 209586, 627430, 1.856304
25.25234, 89.5134407415055, 11.1715066384613, 210162, 629158, 1.86268
25.75599, 88.7477864822922, 11.267886638218, 215858, 646246, 1.869847
26.2702, 87.3660023938285, 11.4460999711014, 213994, 640654, 1.858016
26.7779, 89.8764378732119, 11.1263866385752, 214258, 641446, 1.810861
27.27964, 89.296610598317, 11.1986333050595, 226210, 677302, 1.781363
27.78075, 84.0940103760796, 11.8914533033103, 219782, 658018, 1.768039
28.28216, 89.6551147047537, 11.1538533051726, 201258, 602446, 1.792539
28.78349, 92.1867433004821, 10.8475466392792, 223786, 670030, 1.802643
29.28612, 83.7966356209442, 11.9336533032038, 222726, 646390, 1.922346
29.79119, 86.1720810500126, 11.6046866373676, 16554, 21136, 2.072112
30.29392, 93.2793473928112, 10.7204866396, 17658, 22034, 2.110428
30.80443, 89.7218264492767, 11.1455599718602, 8214, 14664, 2.100019
31.30745, 89.4654973327353, 11.1774933051129, 4102, 10978, 2.085137
31.81068, 89.160359066598, 11.2157466383496, 4078, 10930, 2.116334
32.31077, 89.7933675027028, 11.1366799718826, 4078, 10930, 2.120869
32.81376, 89.699667573032, 11.1483133051865, 8214, 14666, 2.094093
33.3168, 89.0687153262914, 11.2272866383205, 224926, 673474, 2.072503
33.81728, 89.4385050652007, 11.1808666384377, 226762, 678958, 2.102132
34.3176, 89.7372314389006, 11.1436466385317, 216562, 648358, 2.101844
34.81939, 89.7527491267058, 11.1417199718699, 212342, 635698, 2.061054
35.32502, 87.7989334185568, 11.3896599712439, 199698, 597766, 1.976915
35.83303, 89.9612806648019, 11.1158933052684, 206822, 619138, 1.910163
36.3344, 90.0794861385687, 11.1013066386386, 204110, 611002, 1.837659
36.83606, 89.5933715240012, 11.1615399718198, 210162, 629158, 1.724369
37.33642, 90.0386626017212, 11.1063399719592, 216514, 648214, 1.695056
37.83871, 91.643292535776, 10.9118733057835, 213994, 640654, 1.700657
38.33956, 84.3396458746949, 11.8568199700644, 209146, 626110, 1.70949
38.84121, 89.8746069483856, 11.1266133052413, 225510, 675202, 1.706693
39.34464, 88.8269337475432, 11.2578466382433, 220470, 660082, 1.696236
39.85828, 87.8222711424799, 11.3866333045848, 204738, 612886, 1.670107
40.35905, 82.0439219401309, 12.1885933025601, 223714, 669814, 1.620287
40.86689, 89.5489241592252, 11.1670799718058, 213494, 639154, 1.600008
41.36787, 89.4121153416288, 11.1841666384294, 213378, 638806, 1.600951
41.86995, 89.0505783538229, 11.2295733049814, 215394, 644854, 1.623238
42.37951, 89.7721940803018, 11.1393066385426, 225018, 673726, 1.679582
42.88264, 89.338306896143, 11.193406638406, 202494, 606154, 1.70227
43.38301, 90.1222418087894, 11.0960399719852, 203566, 609370, 1.73048
43.88568, 89.4891422823669, 11.174539971787, 215166, 644170, 1.768788
44.3908, 87.8594108850781, 11.3818199712637, 219518, 657226, 1.809484
44.89927, 89.8182617292171, 11.1335933052237, 223538, 669286, 1.830209
45.40136, 89.6335779334082, 11.1565333051658, 225986, 676630, 1.834487
45.91182, 90.2558029968537, 11.0796199720266, 214838, 643186, 1.814795
46.41262, 89.6157991459017, 11.1587466384935, 212150, 635122, 1.76921
46.91495, 89.3238364230448, 11.1952199717348, 205066, 613870, 1.680067
47.41723, 88.9980598422954, 11.2361999716313, 206206, 617290, 1.649796
47.91731, 89.6433807028878, 11.1553133051689, 202018, 604726, 1.646604
48.4282, 90.7003152742959, 11.0253199721637, 220758, 660946, 1.629527
48.93638, 90.1356180509194, 11.0943933053227, 211722, 633838, 1.559703
49.43893, 89.1701646140686, 11.2145133050194, 219018, 655750, 1.542398
49.94254, 88.9923045387855, 11.2369266382962, 211050, 631846, 1.530608
50.44295, 89.9387876611178, 11.1186733052614, 226182, 677242, 1.507655
50.94867, 82.6288762583001, 12.1023066361113, 223850, 670246, 1.490436
