Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.5239149, 89.2030421805505, 11.2103799716965, 215274, 623532, 2.688495
1.033802, 89.0850607916455, 11.2252266383257, 212938, 618378, 2.676548
1.536641, 89.5552328913683, 11.1662933051412, 227298, 659604, 2.655452
2.03815, 89.6873320231011, 11.149846638516, 222282, 646888, 2.512095
2.539202, 89.8482283726329, 11.1298799718998, 213590, 639442, 2.343436
3.040318, 89.8396183133869, 11.1309466385637, 209902, 628378, 2.186777
3.54192, 89.510716521351, 11.1718466384605, 226342, 677698, 2.045116
4.043508, 89.4814015889511, 11.1755066384512, 203906, 610390, 1.866378
4.543892, 90.14715621781, 11.0929733053263, 206178, 617206, 1.757387
5.045728, 84.0616810991233, 11.8960266366321, 214794, 643054, 1.700888
5.545764, 89.9987400176398, 11.1112666386134, 208186, 623230, 1.664505
6.048123, 89.4297067599915, 11.1819666384349, 217250, 650446, 1.621615
6.549174, 90.6731757917128, 11.0286199721554, 211466, 633094, 1.587673
7.052686, 89.0823625830322, 11.2255666383248, 214258, 641446, 1.540437
7.561969, 89.2143958728231, 11.2089533050334, 226210, 677302, 1.514974
8.062509, 89.6132828392356, 11.1590599718261, 205866, 616270, 1.53982
8.564528, 89.626133546524, 11.1574599718301, 210106, 628990, 1.57691
9.066551, 89.5370575973984, 11.1685599718021, 218262, 653458, 1.584216
9.567191, 79.5747103082671, 12.5668066349385, 206658, 618670, 1.586968
10.06832, 89.3884578047744, 11.1871266384219, 219930, 658486, 1.591431
10.56946, 89.6407557074269, 11.1556399718347, 229346, 644808, 1.636826
11.07104, 89.7549510326906, 11.1414466385372, 239686, 675828, 1.718503
11.57262, 89.2977269561262, 11.1984933050599, 241690, 681840, 1.774171
12.07464, 89.7594088804369, 11.1408933052053, 22966, 25668, 1.897498
12.57543, 89.4535461771133, 11.1789866384424, 12350, 18400, 2.059864
13.07621, 89.5374317202468, 11.1685133051355, 4078, 10930, 2.269451
13.57775, 84.1614350983482, 11.8819266366677, 4078, 10930, 2.432149
14.07939, 83.6377281985716, 11.9563266364798, 4078, 10930, 2.567883
14.58087, 88.7809312764567, 11.2636799715619, 4078, 10930, 2.566778
15.08114, 89.6033796005362, 11.1602933051563, 4078, 10930, 2.548148
15.58291, 90.0368791056817, 11.1065599719586, 4078, 10930, 2.505059
16.08315, 89.7588180558839, 11.1409666385384, 4078, 10930, 2.440914
16.58387, 91.060140366171, 10.9817533056071, 4078, 10930, 2.418554
17.08584, 89.8384345592886, 11.13109330523, 4078, 10930, 2.464666
17.58758, 84.063377061234, 11.8957866366327, 215486, 645154, 2.506411
18.09104, 82.8347143720991, 12.0722333028539, 213590, 639442, 2.513017
18.60072, 89.2251686355687, 11.2075999717035, 208290, 623542, 2.509658
19.10242, 89.1339743056463, 11.2190666383412, 226342, 677698, 2.503948
19.60452, 89.2831633381903, 11.2003199717219, 208042, 614126, 2.50444
20.11558, 89.1462110780214, 11.2175266383451, 215622, 624576, 2.498582
20.62093, 87.4027062208585, 11.4412933044468, 224238, 650424, 2.49845
21.12877, 90.7998009668363, 11.0132399721942, 217630, 630600, 2.506225
21.62952, 90.2142226932073, 11.0847266386804, 217274, 650494, 2.519743
22.13218, 89.1786998458992, 11.2134399716888, 211270, 632482, 2.52264
22.63349, 89.23912933546, 11.2058466383746, 217206, 650290, 2.517586
23.13368, 89.4800137441301, 11.1756799717841, 224922, 673438, 2.505409
23.63471, 90.1127671167699, 11.0972066386489, 205850, 616222, 2.453138
24.13538, 90.1024825636679, 11.0984733053124, 208678, 624706, 2.292138
24.63803, 89.2853954093021, 11.2000399717226, 220858, 661246, 2.156298
25.13842, 90.0020880484427, 11.1108533052811, 206350, 617722, 2.069074
25.64142, 83.2464795063817, 12.0125199696713, 219954, 658534, 2.008
26.15162, 89.4551999413174, 11.1787799717763, 210482, 630118, 1.974938
26.65391, 89.0255794229837, 11.2327266383068, 220822, 661138, 1.972139
27.15423, 89.4776651817351, 11.1759733051167, 223818, 670126, 1.991131
27.65649, 89.1457872375325, 11.2175799716783, 206882, 619318, 1.999377
28.15867, 89.1966238483229, 11.2111866383611, 206370, 617782, 2.003863
28.67004, 89.9719107694578, 11.1145799719384, 222654, 666634, 2.014297
29.17281, 89.0786594255614, 11.2260333049903, 209850, 628222, 2.016316
29.6737, 89.3101150850143, 11.1969399717304, 221654, 663634, 2.011045
30.17458, 84.2907829714636, 11.8636933033804, 212050, 634822, 2.00101
30.67586, 89.2597864429856, 11.2032533050478, 223042, 667798, 1.992752
31.1762, 90.2846494427631, 11.0760799720356, 196274, 587494, 1.990497
31.6774, 89.0068790449918, 11.2350866383008, 205830, 616162, 1.988612
32.18797, 89.7977754097772, 11.1361333052173, 202018, 604726, 2.001941
32.68849, 90.2686213634534, 11.0780466386973, 222314, 665614, 1.992128
33.19098, 89.3415527561869, 11.1929999717404, 211722, 633838, 1.949546
33.6926, 88.9487151358099, 11.2424333049489, 219042, 655798, 1.936835
34.20446, 89.5644302627462, 11.1651466384774, 211074, 631894, 1.969102
34.70586, 84.4229047219982, 11.8451266367606, 226206, 677290, 1.995281
35.20711, 89.5259956633608, 11.1699399717986, 199698, 597766, 2.009035
35.70861, 89.7783731081452, 11.1385399718779, 206246, 617410, 2.025929
36.21995, 90.5142840591674, 11.0479799721065, 204110, 611002, 2.063513
36.72196, 89.3670489391833, 11.1898066384151, 213818, 640126, 2.110917
37.22272, 89.8387035915717, 11.1310599718968, 216514, 648214, 2.207319
37.72369, 89.8707299420514, 11.1270933052401, 213994, 640654, 2.348369
38.22547, 89.2150856762206, 11.208866638367, 209146, 626110, 2.409661
38.72594, 89.8076678984287, 11.1349066385537, 225510, 675202, 2.468396
39.22704, 89.7625779812396, 11.1404999718729, 208586, 615758, 2.512826
39.72921, 89.4278406753591, 11.1821999717677, 210086, 628930, 2.570954
40.22926, 89.3533143229193, 11.1915266384108, 214350, 641746, 2.630305
40.73235, 90.2692189185025, 11.0779733053641, 4078, 10930, 2.613519
41.23258, 91.3162507008522, 10.9509533056848, 4078, 10930, 2.597748
41.73432, 90.422181163854, 11.0592333054115, 4078, 10930, 2.602868
42.23432, 89.4822022882389, 11.1754066384515, 219406, 656914, 2.585264
42.73509, 89.7273544607356, 11.1448733051952, 229258, 677774, 2.588031
43.23605, 89.9936104536578, 11.1118999719451, 205850, 616222, 2.60563
43.73831, 89.9939884015748, 11.1118533052786, 4102, 10978, 2.62078
44.23882, 89.7591940342449, 11.1409199718719, 224914, 658774, 2.592161
44.74264, 88.8395072842473, 11.256253304914, 210818, 622454, 2.586314
45.25188, 84.3691521631407, 11.8526733034082, 221302, 662578, 2.566358
45.7528, 84.8105925037614, 11.7909799702306, 219454, 638404, 2.529447
46.2558, 78.8660948349017, 12.6797199679868, 230266, 668508, 2.49388
46.76621, 90.5783974145302, 11.0401599721263, 222826, 667150, 2.491596
47.26806, 91.3313739709237, 10.9491399723561, 4078, 10930, 2.529737
47.77264, 89.0542791768535, 11.2291066383159, 4078, 10930, 2.61179
48.28279, 89.6164416298244, 11.1586666384937, 222290, 665566, 2.707031
48.7935, 89.8470982082692, 11.1300199718994, 211698, 633790, 2.742759
49.2945, 89.7609128325791, 11.1407066385391, 231098, 671004, 2.715918
49.79592, 89.5342784969702, 11.1689066384679, 221494, 642192, 2.665417
50.29774, 89.4050807119267, 11.1850466384271, 229138, 674140, 2.576673
50.79906, 84.0280115779396, 11.9007933032867, 196274, 587494, 2.511727
51.31004, 90.4584979426722, 11.0547933054227, 211914, 622468, 2.486466
51.81218, 89.6372738078093, 11.156073305167, 211462, 612096, 2.492097
52.31586, 88.8929977207835, 11.2494799715978, 230202, 668316, 2.520742
52.82647, 89.5811721875543, 11.163059971816, 221606, 642528, 2.578886
53.32811, 89.3671554255694, 11.1897933050818, 223034, 646812, 2.621863
53.82913, 89.9600937024336, 11.1160399719347, 217734, 630912, 2.664582
54.32958, 90.1750116626349, 11.0895466386683, 235170, 684652, 2.693368
54.83212, 88.9025864725825, 11.2482666382675, 201414, 602914, 2.69711
55.33238, 84.0701615940599, 11.8948266366351, 4102, 10978, 2.712283
