-1.132488E-05, 1.169201, -2.475083E-05, 1.029495, 359.9773, 1.370275, 0.8538827
-6.407499E-05, 1.169254, -9.775162E-06, 1.03454, 0.0007347378, 1.383829, 0.9000291
6.109476E-07, 1.169331, -2.326071E-05, 1.019552, 0.03409285, 1.389103, 0.9228109
-4.713237E-05, 1.169277, -7.304549E-05, 1.002109, 0.02137732, 1.431274, 0.945557
-8.264184E-05, 1.169261, -0.000101909, 1.004533, -0.001807084, 1.462491, 0.9570463
-8.326769E-05, 1.169289, -9.544194E-05, 0.9979984, 359.9713, 1.461381, 0.968044
-6.851554E-05, 1.169319, -6.315112E-05, 1.010281, 359.9673, 1.459464, 0.9792177
-2.288818E-05, 1.169309, -1.047552E-05, 1.009051, 359.9724, 1.445695, 0.9906024
1.27852E-05, 1.169306, 4.467368E-05, 1.013248, 359.9791, 1.419067, 1.001852
5.76973E-05, 1.169264, 0.0001002103, 1.017802, -0.002379953, 1.393539, 1.01298
7.857382E-05, 1.169238, 0.0001207888, 1.038395, 0.01418993, 1.359274, 1.02427
6.860495E-05, 1.169167, 0.0001424998, 1.036254, 0.04298868, 1.341637, 1.035159
5.52386E-05, 1.16915, 0.0001414567, 1.043682, 0.03918436, 1.337019, 1.046355
1.15931E-05, 1.169171, 0.0001190454, 1.043405, 0.01766542, 1.345461, 1.057663
-2.618134E-05, 1.169181, 9.335577E-05, 1.04579, 0.001728959, 1.36486, 1.068607
-6.875396E-05, 1.169204, 6.701052E-05, 1.048028, 0.0004301829, 1.384255, 1.079838
-0.0001075715, 1.169208, 3.398955E-05, 1.050296, 0.003137487, 1.398278, 1.090748
-0.0001474768, 1.169181, -6.765127E-06, 1.048832, 0.002499217, 1.404754, 1.10194
-0.0002133697, 1.169163, -2.260506E-05, 1.041579, 0.01914821, 1.407979, 1.113126
-0.0002528131, 1.169171, -3.07411E-05, 1.03725, 0.02056969, 1.419961, 1.12411
-0.0002894104, 1.169187, -3.504753E-05, 1.036612, 0.0266659, 1.43324, 1.135497
-0.0003173351, 1.169201, -3.038347E-05, 1.035682, 0.02903831, 1.443819, 1.146465
-0.0003482997, 1.169195, -2.020597E-05, 1.022777, 0.03577023, 1.446347, 1.158385
-0.0003948212, 1.16917, -3.096461E-05, 1.016092, 0.03930752, 1.460733, 1.168637
-0.0004847944, 1.169146, -4.187226E-05, 1.031809, 0.04296126, 1.472514, 1.179779
-0.000555262, 1.16914, -6.243587E-05, 1.036599, 0.02794824, 1.484379, 1.190947
-0.0006109327, 1.169151, -8.708239E-05, 1.042076, 0.01037709, 1.492162, 1.201937
-0.0006402135, 1.169188, -6.993115E-05, 1.048153, 0.004158671, 1.496343, 1.213096
-0.0006429553, 1.16922, -4.804134E-05, 1.054154, 0.001491274, 1.517911, 1.224154
-0.0006254315, 1.169244, -2.04891E-05, 1.056946, -0.0006731784, 1.532525, 1.235288
-0.0006400645, 1.169278, -1.390278E-05, 1.067817, 0.0144854, 1.534555, 1.24655
-0.0006621778, 1.169273, -5.602837E-06, 1.054375, 0.02699681, 1.517036, 1.257599
-0.0006554425, 1.169274, 2.339482E-06, 1.055809, 0.04192198, 1.513786, 1.268581
-0.0006442368, 1.169265, 2.186E-05, 1.056495, 0.06356277, 1.513166, 1.279892
-0.0006186962, 1.169238, 5.973876E-05, 1.044233, 0.09248345, 1.503366, 1.291151
-0.0005973876, 1.169224, 8.180737E-05, 1.043022, 0.1161571, 1.500681, 1.302364
-0.0006068945, 1.169218, 0.0001061261, 1.041799, 0.1626209, 1.49932, 1.31279
-0.0006011426, 1.169207, 0.0001145601, 1.0494, 0.1513746, 1.506454, 1.324568
-0.0006130785, 1.169198, 0.0001263171, 1.036657, 0.1477895, 1.513028, 1.335966
-0.0006225258, 1.169194, 0.0001392215, 1.031016, 0.1364248, 1.522681, 1.34636
-0.0006438792, 1.169197, 0.0001472086, 1.024771, 0.1389717, 1.52497, 1.357786
-0.0006402582, 1.169203, 0.0001564026, 1.022429, 0.1406913, 1.523669, 1.368727
-0.0006194115, 1.169205, 0.0001519471, 1.029203, 0.1342748, 1.517583, 1.379909
-0.0006146431, 1.169186, 0.0001735687, 1.027658, 0.1341846, 1.501844, 1.391192
-0.0006049275, 1.16917, 0.0001898259, 1.02731, 0.1152144, 1.473398, 1.402093
-0.000614658, 1.169144, 0.0002050549, 1.027174, 0.1100651, 1.453952, 1.413644
-0.0005952567, 1.169113, 0.0002279282, 1.031337, 0.09467363, 1.440374, 1.424447
-0.0005829483, 1.169102, 0.000259459, 1.032236, 0.07379631, 1.412407, 1.435925
-0.000545755, 1.1691, 0.0002946407, 1.029188, 0.04921351, 1.377657, 1.447406
-0.00050506, 1.169088, 0.0003253222, 1.056521, 0.06710507, 1.362152, 1.458325
-0.0004567802, 1.16905, 0.0003595501, 1.03918, 0.06174131, 1.343695, 1.469552
-0.0004300773, 1.169019, 0.0004009604, 1.022487, 0.07230993, 1.338981, 1.480448
-0.0004080683, 1.169022, 0.00041008, 1.026395, 0.053879, 1.347482, 1.491564
-0.000392586, 1.169009, 0.0004239082, 1.008899, 0.05227027, 1.344476, 1.50287
-0.000392884, 1.169029, 0.0004174858, 1.009688, 0.05179649, 1.35322, 1.514215
-0.0003752857, 1.169065, 0.0003971159, 1.010634, 0.05697628, 1.374233, 1.526059
-0.0003578663, 1.169076, 0.0003972203, 1.007417, 0.06810319, 1.390185, 1.536688
-0.0003453791, 1.169106, 0.000382185, 0.9995103, 0.09046373, 1.417928, 1.547838
-0.0003366768, 1.169156, 0.0003742129, 0.9909504, 0.110941, 1.449659, 1.559209
-0.0003240108, 1.169196, 0.0003660917, 0.9821904, 0.1284763, 1.506352, 1.570335
-0.000317499, 1.169214, 0.000352934, 0.9601809, 0.1266095, 1.534516, 1.581509
-0.0003141314, 1.169206, 0.0003449768, 0.9610661, 0.1251842, 1.543954, 1.592816
-0.000312984, 1.169171, 0.0003531575, 0.9591945, 0.143106, 1.529105, 1.604189
-0.0003177226, 1.16913, 0.0003697425, 0.9739987, 0.1570619, 1.504295, 1.615112
-0.0003319234, 1.169095, 0.0003726929, 0.9750153, 0.1658086, 1.508691, 1.62636
-0.0003533363, 1.169067, 0.0003569573, 0.9875098, 0.1565572, 1.492143, 1.637393
-0.0003795922, 1.169059, 0.0003275871, 1.002422, 0.14443, 1.493496, 1.64868
-0.0003967434, 1.169067, 0.0003001839, 1.010893, 0.1245544, 1.502945, 1.659809
-0.0004109442, 1.169079, 0.0002739578, 1.010338, 0.1139271, 1.51828, 1.671335
-0.0004105717, 1.169101, 0.0002485812, 1.013097, 0.1109513, 1.531793, 1.682468
-0.0004216284, 1.169136, 0.0002371371, 1.016025, 0.1174506, 1.525026, 1.693407
-0.000436455, 1.169155, 0.0002314448, 1.005366, 0.134154, 1.520745, 1.704582
-0.0004420578, 1.169173, 0.000224933, 0.992653, 0.1398532, 1.523527, 1.715516
-0.0004291087, 1.169161, 0.000196591, 0.9734887, 0.1376055, 1.534987, 1.727349
-0.0003988743, 1.169135, 0.0001385957, 0.9605854, 0.134842, 1.543353, 1.738007
-0.0003471673, 1.169092, 9.615719E-05, 0.9460676, 0.1359706, 1.542821, 1.749293
-0.0002824813, 1.169079, 6.823242E-05, 0.9444087, 0.1328716, 1.515614, 1.760804
-0.0002126247, 1.169087, 7.256866E-05, 0.9477761, 0.137741, 1.458582, 1.771522
-0.0001304448, 1.169105, 9.23723E-05, 0.9370049, 0.1423894, 1.374429, 1.78251
-3.874302E-06, 1.169106, 0.0001556873, 0.9139051, 0.1521961, 1.331885, 1.795196
9.384751E-05, 1.169121, 0.0001733452, 0.9183829, 0.1625033, 1.300231, 1.804921
0.0001662672, 1.169098, 0.0002005696, 0.9049849, 0.1763102, 1.259268, 1.815832
0.0002357662, 1.169071, 0.0002079159, 0.9043604, 0.1745914, 1.215113, 1.827145
0.0002976209, 1.169038, 0.0001834333, 0.9146751, 0.195705, 1.180022, 1.840417
0.0003566146, 1.169024, 0.00015679, 0.9031041, 0.210815, 1.168367, 1.850441
0.0004165471, 1.169033, 0.0001240373, 0.9021863, 0.207492, 1.175214, 1.860502
0.0004444122, 1.169038, 9.655952E-05, 0.8922623, 0.2185525, 1.199385, 1.87192
0.0004371107, 1.169075, 3.220141E-05, 0.8909677, 0.2058305, 1.227469, 1.882861
0.0003994107, 1.169078, -2.975762E-05, 0.8751757, 0.2179388, 1.228274, 1.893821
0.0003791153, 1.169101, -8.903444E-05, 0.8690019, 0.2052681, 1.243329, 1.905125
0.0003376156, 1.169121, -0.0001540333, 0.862605, 0.1982549, 1.27996, 1.916209
0.0003352165, 1.169144, -0.00021106, 0.8599509, 0.1906472, 1.305034, 1.927787
0.0003100038, 1.169168, -0.0002490729, 0.8546211, 0.1988934, 1.311516, 1.938548
0.0003196299, 1.169207, -0.0002890229, 0.8578216, 0.1958515, 1.31772, 1.949633
0.0003019571, 1.169254, -0.0003249794, 0.8703975, 0.2188745, 1.32512, 1.96114
0.0002845824, 1.169261, -0.0003832281, 0.868679, 0.2228281, 1.331587, 1.972008
0.0002388805, 1.169227, -0.0004308373, 0.8706658, 0.2270954, 1.342177, 1.983191
0.0002139211, 1.16922, -0.0004774928, 0.8784797, 0.2088684, 1.349072, 1.994334
